Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
some_fake_1836_title_10;Inventor Claims Levitation Around the Corner;;;;;;;;;;;;;x
some_fake_1836_10;"Soon you will see me levitating to the market in a fortnite's time". Other inventors Skepical.;;;;;;;;;;;;;x;;;;;;;;;;;;;x
some_fake_ANY_title_5;Hetseener Fabrics;;;;;;;;;;;;;x
some_fake_ANY_5;After a recent survey, it appears the consensus is that the finest fabrics in the world at those made in Hetsteen.;;;;;;;;;;;;;x
some_fake_ANY_title_8;Villagers Show Impudence;;;;;;;;;;;;;x
some_fake_ANY_8;In a small village some of the awful paupers spat on some soldiers. The local police have decided to cane them.;;;;;;;;;;;;;x
some_fake_ANY_title_9;Soothsayer Proclaims Doom;;;;;;;;;;;;;x
some_fake_ANY_9;A very old man was found in $ANYPROVINCE$ who is certain the world is going to end soon. He said 'I saw it clear as day'.;;;;;;;;;;;;;x
some_fake_ANY_title_11;The Norseman's Game;;;;;;;;;;;;;x
some_fake_ANY_11;Rowdy young folk seem to be playing some new game where they whack eachother violently. They call it 'the Norseman's Game'.;;;;;;;;;;;;;x
some_fake_ANY_title_17;Charming New Novel;;;;;;;;;;;;;x
some_fake_ANY_17;A leading author in $OURCOUNTRY$ has written a charming new novel. It features the story of a likely heir who has been defrauded of his inheritance.;;;;;;;;;;;;;x
some_fake_ANY_title_24;Tragic Suicide;;;;;;;;;;;;;x
some_fake_ANY_24;A prominent aristocrat killed himself in a particularly tragic way. He leaped off a cliff after denouncing the world.;;;;;;;;;;;;;x
some_fake_ANY_title_27;The Dancing Snake Story;;;;;;;;;;;;;x
some_fake_ANY_27;In the reaches of Lappland, one reporter was told by a very old man that there are dancing snakes deep in the hills, which were male genitals that had been cut off and given spirits by witches.;;;;;;;;;;;;;x
some_fake_ANY_title_28;The Cause of War?;;;;;;;;;;;;;x 
some_fake_ANY_28;An expert says that war is caused by population density. He says: if people did not live so close, they would not want to shoot eachother.;;;;;;;;;;;;;x
some_fake_ANY_title_29;Strange Bedfellows;;;;;;;;;;;;;x 
some_fake_ANY_29;It is strange: on election day, some good men vote for the bad, and some bad men vote for the good.;;;;;;;;;;;;;x
some_fake_ANY_title_30;Letter to the Editor;;;;;;;;;;;;;x 
some_fake_ANY_30;I think that politicians are wicked men and that they are taking their orders from Lappland witches! We should stop listing to them, the police, and the church!;;;;;;;;;;;;;x
some_fake_ANY_title_37;Some Facts About Our Country.;;;;;;;;;;;;;x 
some_fake_ANY_37;We are surrounded by evil and greedy neighbours who covet our wealth and lands.;;;;;;;;;;;;;x
some_fake_ANY_title_39;I hit a Man with a Stick!;;;;;;;;;;;;;x 
some_fake_ANY_39;Local gentlemen recalls supreme delight in giving some poor sap a satisfying whacking with blackthorn rod.;;;;;;;;;;;;;x
some_fake_ANY_title_40;A Man Bewitched!;;;;;;;;;;;;;x 
some_fake_ANY_40;A man who was recently arrested for belligerence has claimed to be under the influence of witches he said be met abroad. The constabulary indeed found strange objects at his home.;;;;;;;;;;;;;x
some_fake_ANY_title_42;Wealthy Fool Takes Out Loan;;;;;;;;;;;;;x
some_fake_ANY_42;A very wealthy heir to a large banking fortune has taken out a large loan. Economic pundits worried about state of loan market. "This could cause great problems" says professor.;;;;;;;;;;;;;x
some_fake_ANY_title_44;Some Facts About our Newspaper;;;;;;;;;;;;;x 
some_fake_ANY_44;We are always very truthful and get you the news the fastest!;;;;;;;;;;;;;x
some_fake_ANY_title_49;Ghoulish Murder!;;;;;;;;;;;;;x 
some_fake_ANY_49;A man recently slaughtered his brother in a particularly brutal fashion, and made an effigy out of his corpse. A sketch included on p. 4.;;;;;;;;;;;;;x
some_fake_ANY_title_54;The Prince of Bhotan;;;;;;;;;;;;;x
some_fake_ANY_54;This reporter recently was lucky enough to view the coronation of the Prince of Bhotan. It was spledid affair, and the king had six white horses in tow.;;;;;;;;;;;;;x
some_fake_ANY_title_55;Letter to the Editor;;;;;;;;;;;;;x 
some_fake_ANY_55;This newspaper is an awful rag. Any fool would know the Prince of Bhotan did not have six horses at his coronation, as you say, but 8 giant eunuchs.;;;;;;;;;;;;;x
some_fake_ANY_title_58;Man Lost in Woods;;;;;;;;;;;;;x
some_fake_ANY_58;The police recently found a disoriented man lost in the woods. No one knows where he came from, and he doesn't even know where from either.;;;;;;;;;;;;;x
